,art_institution,art_movement,birthdate,birthplace,deathdate,deathplace,endyear,family_and_relatives,field,friends_and_co-workers,genre,image,influenced_by,influenced_on,link,name,nationality,official_site,painting_school,pupils,references,startyear,teachers,wikipedia
2899,,[Contemporary Realism],1938,"Leeds, Yorkshire, United Kingdom",,,,,"[painting, printmaking, etching]",,[landscape],https://uploads8.wikiart.org/temp/5415d83e-9d3a-42f8-a44b-a50852877f30.jpg!Portrait.jpg,,,https://www.wikiart.org/en/norman-ackroyd,Norman Ackroyd,British,,,,,,,[ http://en.wikipedia.org/wiki/Norman_Ackroyd ]
2900,,[Contemporary Realism],18 May 1938,"Boston, Massachusetts, United States",,,,,[painting],,[still life],https://uploads2.wikiart.org/images/janet-fish.jpg!Portrait.jpg,,,https://www.wikiart.org/en/janet-fish,Janet Fish,American,,,,,,,[ http://en.wikipedia.org/wiki/Janet_Fish ]
2901,,"[Neo-Expressionism, Contemporary Realism, Neo-Pop Art]",30 October 1940,"Iran, Islamic Republic of",,,,,"[painting, graphics]",,,https://uploads6.wikiart.org/00106/images//img-2322.jpg!Portrait.jpg,,,https://www.wikiart.org/en/aydin-aghdashloo,Aydin Aghdashloo,Iranian,[ http://www.aghdashloo.com/ ],,,,,,[ https://en.wikipedia.org/wiki/Aydin_Aghdashloo ]
2902,,[Contemporary Realism],03 July 1943,"Iran, Islamic Republic of",,,,,[painting],,,https://uploads5.wikiart.org/00106/images//ssssssssssssss-1.JPG!Portrait.JPG,,,https://www.wikiart.org/en/morteza-katouzian,Morteza Katouzian,Iranian,[ http://mortezakatouzian.com/ ],,,,,,
2903,,[Contemporary Realism],1946,,,,,,,,"[landscape, portrait]",https://uploads8.wikiart.org/temp/5bd01b79-89bb-49be-8f0f-d94e723eb7e2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/richard-whitney,Richard Whitney,American,,,,,,,[ http://en.wikipedia.org/wiki/Richard_Whitney_(artist) ]
2904,,[Contemporary Realism],06 July 1946,"Wilmington, Delaware, United Kingdom",,,,,[painting],,,https://uploads8.wikiart.org/temp/15c50249-7d8f-48ef-8276-938cd2d77bf6.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jamie-wyeth,Jamie Wyeth,American,,,,,,,[ http://en.wikipedia.org/wiki/Jamie_Wyeth ]
2905,,"[Neo-Expressionism, Contemporary Realism]",09 March 1948,"New York City, United States",,,,,"[painting, printmaking, sculpture]",,,https://uploads3.wikiart.org/images/eric-fischl.jpg!Portrait.jpg,[Lucian Freud],,https://www.wikiart.org/en/eric-fischl,Eric Fischl,American,[ http://www.ericfischl.com/ ],,,,,,[ http://en.wikipedia.org/wiki/Eric_Fischl ]
2906,,"[Photorealism (Super-Realism, Hyper-Realism), Contemporary Realism]",26 June 1949,"Blair, Nebraska, United States",14 September 2005,,,,"[painting, printmaking, drawing]",,,https://uploads4.wikiart.org/images/kent-bellows.jpg!Portrait.jpg,,,https://www.wikiart.org/en/kent-bellows,Kent Bellows,American,,,,[kentbellows.org],,,[ http://en.wikipedia.org/wiki/Kent_Bellows ]
2907,,[Contemporary Realism],31 January 1953,"Paris, France",,,,,[painting],,[cityscape],https://uploads3.wikiart.org/00113/images/patrick-pietropoli/me-2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/patrick-pietropoli,Pietropoli Patrick,French,[ http://pietropolipatrick.com ],,,,,,[ https://en.wikipedia.org/wiki/Patrick_Pietropoli ]
2908,,[Contemporary Realism],1964,"California, United States",,,,,[digital art],,[illustration],https://uploads1.wikiart.org/images/craig-mullins.jpg,,,https://www.wikiart.org/en/craig-mullins,Craig Mullins,American,,,,,,,[ https://en.wikipedia.org/wiki/Craig_Mullins ]
2909,,[Contemporary Realism],09 June 1964,Cuba,,,,,"[painting, sculpture]",,,https://uploads2.wikiart.org/00105/images/enrique-martinez-celaya/portrait.jpg!Portrait.jpg,,,https://www.wikiart.org/en/enrique-martinez-celaya,Enrique Martínez Celaya,Cuban,[ http://www.martinezcelaya.com/ ],,,"[www.twitter.com, www.instagram.com, www.whaleandstarpress.com]",,,[ https://en.wikipedia.org/wiki/Enrique_Martinez_Celaya ]
2910,,"[Classical Realism, Contemporary Realism]",11 August 1964,"New York, NY, United States",,,,,"[painting, drawing]",,,https://uploads4.wikiart.org/temp/35dc1dd3-3242-4926-98aa-11c1913e8c80.jpg,,,https://www.wikiart.org/en/jacob-collins,Jacob Collins,American,,,,[www.jacobcollinspaintings.com],,,[ http://en.wikipedia.org/wiki/Jacob_Collins ]
2911,,"[Classical Realism, Contemporary Realism]",26 June 1969,"Alexandria, Virginia, United States",,,,,[painting],,,https://uploads2.wikiart.org/images/dana-levin.jpg!Portrait.jpg,,,https://www.wikiart.org/en/dana-levin,Dana Levin,American,,,,[www.danalevin.com],,,[ http://en.wikipedia.org/wiki/Dana_Levin_(artist) ]
2912,,[Contemporary Realism],03 April 1970,"Phoenix, Arizona, United States",,,,,[painting],,,https://uploads7.wikiart.org/images/graydon-parrish.jpg!Portrait.jpg,,,https://www.wikiart.org/en/graydon-parrish,Graydon Parrish,American,,,,[www.graydonparrish.com],,,[ http://en.wikipedia.org/wiki/Graydon_Parrish ]
2913,,"[Realism, Surrealism, Neo-Figurative Art, Contemporary Realism]",10 April 1971,United States,,,,,[painting],,"[allegorical painting, figurative]",https://uploads4.wikiart.org/images/michael-bell.jpg!Portrait.jpg,,,https://www.wikiart.org/en/michael-bell,Michael Bell,American,,,,[mbellart.com,,,
", yareah.com, yareah.com, yareah.com, mobwives.blogspot.com, www.sungazette.com]",,,[ http://en.wikipedia.org/wiki/Michael_Bell_(artist) ],,,,,,,,,,,,,,,,,,,,,
2914,,[Contemporary Realism],18 August 1971,,,,2013.0,,[painting],,"[figurative, portrait]",https://uploads8.wikiart.org/images/alejandro-cabeza.jpg!Portrait.jpg,,,https://www.wikiart.org/en/alejandro-cabeza,Alejandro Cabeza,Spanish,[ http://www.alejandrocabeza.net ],,,"[sites.google.com, artecabeza.blogspot.com, www.alejandrocabeza.net]",1980.0,,
2915,,"[CyberArt, P&D (Pattern and Decoration)]",06 October 1923,"Boston, Massachusetts, United States",,,,,"[painting, installation]",,,https://uploads4.wikiart.org/temp/d3ac2d09-98c5-4947-aa4f-574112086a9f.jpg,,,https://www.wikiart.org/en/sonya-rapoport,Sonya Rapoport,American,,,,,,,[ http://en.wikipedia.org/wiki/Sonya_Rapoport ]
2916,,"[Feminist Art, P&D (Pattern and Decoration)]",15 November 1923,"Toronto, Canada",,,,,[painting],,,https://uploads3.wikiart.org/images/miriam-schapiro.jpg,,[Judy Chicago],https://www.wikiart.org/en/miriam-schapiro,Miriam Schapiro,Canadian,,,,,,,[ http://en.wikipedia.org/wiki/Miriam_Schapiro ]
2917,,[P&D (Pattern and Decoration)],1935,"Elizabeth, New Jersey, United States",,,,,[painting],,,https://uploads8.wikiart.org/temp/707a3a6f-0812-4b00-923b-4e783eb03522.jpg!Portrait.jpg,,,https://www.wikiart.org/en/robert-zakanitch,Robert Zakanitch,American,,,,,,,[ http://en.wikipedia.org/wiki/Robert_Zakanitch ]
2918,,"[Feminist Art, P&D (Pattern and Decoration)]",14 December 1942,"Somerville, New Jersey, United States",,,,,"[painting, installation]",,,https://uploads8.wikiart.org/temp/a4cb2782-a318-4c5a-b0b0-b3150d4868fe.jpg!Portrait.jpg,,,https://www.wikiart.org/en/joyce-kozloff,Joyce Kozloff,American,,,,,,,[ http://en.wikipedia.org/wiki/Joyce_Kozloff ]
2919,,"[Post-Minimalism, P&D (Pattern and Decoration)]",06 August 1945,"Greenville, Mississippi, United States",,,,,"[painting, printmaking, installation]",,,https://uploads4.wikiart.org/temp/21efc574-0db7-4d25-84af-0f51152dc801.jpg,,,https://www.wikiart.org/en/valerie-jaudon,Valerie Jaudon,American,,,,,,,[ http://en.wikipedia.org/wiki/Valerie_Jaudon ]
2920,,[New Image Painting],1938,"Newark, New Jersey, United States",,,,,"[painting, printmaking]",,[abstract],https://uploads1.wikiart.org/images/pat-steir.jpg!Portrait.jpg,,,https://www.wikiart.org/en/pat-steir,Pat Steir,American,,,,,,,[ http://en.wikipedia.org/wiki/Pat_Steir ]
2921,,[New Image Painting],14 March 1941,"Long Beach, California, United States",,,,,[painting],,,https://uploads8.wikiart.org/temp/a901c469-0aff-4da4-9a94-c13ab2db3fb8.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jennifer-bartlett,Jennifer Bartlett,American,,,,,,,[ http://en.wikipedia.org/wiki/Jennifer_Bartlett ]
2922,,[New Image Painting],1945,"Buffalo, New York, United States",,,,,"[painting, printmaking, sculpture]",,,https://uploads8.wikiart.org/images/susan-rothenberg.jpg!Portrait.jpg,,,https://www.wikiart.org/en/susan-rothenberg,Susan Rothenberg,American,,,,,,,[ http://en.wikipedia.org/wiki/Susan_Rothenberg ]
2923,,[New Image Painting],1946,"Melbourne, Australia",,,,,"[painting, printmaking, drawing, installation]",,,https://uploads3.wikiart.org/images/denise-green(1).jpg,,,https://www.wikiart.org/en/denise-green,Denise Green,Australian,,,,[www.denisegreen.net],,,
2924,,[New Image Painting],1951,"Asheville, North Carolina), United States",,,,,"[painting, printmaking, sculpture]",,,https://uploads8.wikiart.org/temp/58b76cd2-d92d-4d11-b6b1-defc84297328.jpg!Portrait.jpg,,,https://www.wikiart.org/en/donald-sultan,Donald Sultan,American,,,,,,,[ http://en.wikipedia.org/wiki/Donald_Sultan ]
2925,,[Transavantgarde],09 December 1933,"Modena, Italy",,,,,[photography],,[photo],https://uploads8.wikiart.org/temp/0cf1a555-58dc-4d2b-8a21-dba2e69e5ae2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/franco-fontana,Franco Fontana,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Franco_Fontana ]
2926,,[Transavantgarde],20 April 1946,"Florence, Italy",,,,,"[painting, sculpture]",,,https://uploads8.wikiart.org/temp/7ed9318d-4a97-4dba-bb2b-188bc6c1467d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sandro-chia,Sandro Chia,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Sandro_Chia ]
2927,,"[Neo-Expressionism, Transavantgarde]",14 November 1949,"Morro d'Alba, Italy",,,,,[painting],,[figurative],https://uploads8.wikiart.org/temp/86f48514-5e08-499e-bc86-ce8843119614.jpg!Portrait.jpg,,,https://www.wikiart.org/en/enzo-cucchi,Enzo Cucchi,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Enzo_Cucchi ]
2928,,[Transavantgarde],23 March 1952,"Napoli, Italy",,,,,"[painting, drawing]",[Andy Warhol],[portrait],https://uploads1.wikiart.org/images/francesco-clemente.jpg!Portrait.jpg,[Cy Twombly],,https://www.wikiart.org/en/francesco-clemente,Francesco Clemente,Italian,,,,[www.francescoclemente.net],,,[ http://en.wikipedia.org/wiki/Francesco_Clemente ]
2929,,[Pittura Colta],1931,"Rome, Italy",,,,,"[painting, lithography, drawing]",,,https://uploads3.wikiart.org/images/carlo-maria-mariani/self-portrait-2004.jpg!Portrait.jpg,,,https://www.wikiart.org/en/carlo-maria-mariani,Carlo Maria Mariani,Italian,,,,,,,[ http://it.wikipedia.org/wiki/Carlo_Maria_Mariani ]
2930,,"[Magic Realism, Pittura Colta]",11 April 1944,"Turda, Romania",,,,,[painting],,,https://uploads8.wikiart.org/temp/754b85c0-3b66-465b-82d6-e043d3aa0ae4.jpg!Portrait.jpg,,,https://www.wikiart.org/en/nicolae-maniu,Nicolae Maniu,Romanian,,,,[nicolaemaniu.com],,,
2931,"[École des Beaux-Arts, Paris, France]",[Confessional Art],25 December 1911,"Paris, France",31 May 2010,"New York City, United States",,,"[painting, sculpture, installation]",[Constantin Brancusi],,https://uploads8.wikiart.org/temp/6fb301b8-5cdf-4705-9329-c77140abcf7a.jpg!Portrait.jpg,,,https://www.wikiart.org/en/louise-bourgeois,Louise Bourgeois,American,,"[New York School, American Abstract Artists]",,,,[Fernand Leger],[ http://en.wikipedia.org/wiki/Louise_Bourgeois ]
2932,"[Kunstakademie Düsseldorf, Düsseldorf, Germany, Dresden Academy of Fine Arts, Dresden, Germany]",[New European Painting],09 February 1932,"Dresden, Germany",,,,,"[painting, photography]","[Blinky Palermo, Sigmar Polke, Joseph Beuys, Georg Baselitz]","[photo, abstract]",https://uploads8.wikiart.org/temp/c18bb61d-8fc2-4a8d-8ea2-6529fe215b4e.jpg!Portrait.jpg,"[Caspar David Friedrich, Jackson Pollock, Lucio Fontana, Robert Rauschenberg, Andy Warhol]","[Ellsworth Kelly, Conceptual Art]",https://www.wikiart.org/en/gerhard-richter,Gerhard Richter,German,,,,[www.theartstory.org],,[Karl Otto Gotz],[ http://en.wikipedia.org/wiki/Gerhard_Richter ]
2933,"[Kunstakademie Düsseldorf, Düsseldorf, Germany]",[New European Painting],13 February 1941,"Oels, Lower Silesia, Poland",10 June 2010,"Cologne, Germany",,,"[painting, printmaking, sculpture, photography, collage]",[Gerhard Richter],,https://uploads4.wikiart.org/temp/419b1d8c-1f96-4cec-bc44-19b3d02aca83.jpg,[Joseph Beuys],[David Salle],https://www.wikiart.org/en/sigmar-polke,Sigmar Polke,German,,,,,,"[Joseph Beuys, Karl Otto Gotz]",[ http://en.wikipedia.org/wiki/Sigmar_Polke ]
2934,,[New European Painting],1948,"Tel Aviv, Israel",,,,,"[painting, art theory, drawing]",,,https://uploads4.wikiart.org/temp/519d2a63-8bc8-433d-9ef6-12ae4ca2bb58.jpg,,,https://www.wikiart.org/en/bracha-l-ettinger,Bracha L. Ettinger,Jewish,,,,,,,[ http://en.wikipedia.org/wiki/Bracha_L._Ettinger ]
2935,,"[Feminist Art, New European Painting]",13 November 1952,"Schwerte, Germany",,,,,"[painting, drawing, installation, collage]",,,https://uploads5.wikiart.org/images/rosemarie-trockel.jpg,[Joseph Beuys],,https://www.wikiart.org/en/rosemarie-trockel,Rosemarie Trockel,German,,[Mülheimer Freiheit],,,,,[ http://en.wikipedia.org/wiki/Rosemarie_Trockel ]
2936,,"[New European Painting, Provisional Painting (New Casualism)]",17 September 1954,"Krefeld, Germany",,,,,[painting],,,https://uploads5.wikiart.org/images/albert-oehlen.jpg!Portrait.jpg,,,https://www.wikiart.org/en/albert-oehlen,Albert Oehlen,German,,,,,,,[ http://en.wikipedia.org/wiki/Albert_Oehlen ]
2937,,[New European Painting],1958,"Mortsel, Belgium",,,,,[painting],,,https://uploads8.wikiart.org/temp/1db79e7b-6ceb-4301-8700-d0418f623d75.jpg!Portrait.jpg,,,https://www.wikiart.org/en/luc-tuymans,Luc Tuymans,Belgian,,,,,,,[ http://en.wikipedia.org/wiki/Luc_Tuymans ]
2938,,"[Conceptual Art, New European Painting]",03 February 1974,Poland,,,,,"[painting, installation, design]",,,https://uploads5.wikiart.org/00109/images/rafal-bujnowski/bujnowski-rafal-6695865.jpg,,,https://www.wikiart.org/en/rafal-bujnowski,Rafal Bujnowski,Polish,,,,[raster.art.pl],,,
2939,,"[New European Painting, Contemporary]",14 October 1977,"Borlänge, Sweden",,,,,[painting],,"[figurative, abstract]",https://uploads0.wikiart.org/00115/images//erikprofil.jpg!Portrait.jpg,,,https://www.wikiart.org/en/erik-sigerud,Erik Sigerud,Swedish,[ http://www.eriksigerud.com/ ],,,[issuu.com],,,[ https://sv.wikipedia.org/wiki/Erik_Sigerud ]
2940,,"[Neo-Expressionism, Contemporary Realism, Neo-Pop Art]",30 October 1940,"Iran, Islamic Republic of",,,,,"[painting, graphics]",,,https://uploads6.wikiart.org/00106/images//img-2322.jpg!Portrait.jpg,,,https://www.wikiart.org/en/aydin-aghdashloo,Aydin Aghdashloo,Iranian,[ http://www.aghdashloo.com/ ],,,,,,[ https://en.wikipedia.org/wiki/Aydin_Aghdashloo ]
2941,,[Neo-Pop Art],01 November 1948,"Henley-on-Thames, Oxfordshire, England, United Kingdom",,,,,"[printmaking, sculpture, drawing, installation]",,[sculpture],https://uploads4.wikiart.org/temp/ff9bbe0c-5aba-4b56-8634-202ad1e712c9.jpg,,,https://www.wikiart.org/en/bill-woodrow,Bill Woodrow,British,,[New British Sculpture],,[www.billwoodrow.com],,,[ http://en.wikipedia.org/wiki/Bill_Woodrow ]
2942,"[School of the Art Institute of Chicago (SAIC), Chicago, IL, US]",[Neo-Pop Art],25 January 1955,"York, Pennsylvania, United States",,,,,"[printmaking, sculpture]",[Damien Hirst],,https://uploads8.wikiart.org/temp/507a70a5-ebd9-4267-882d-da0f87dac323.jpg!Portrait.jpg,[Andy Warhol],[Damien Hirst],https://www.wikiart.org/en/jeff-koons,Jeff Koons,American,,,,,,,[ http://en.wikipedia.org/wiki/Jeff_Koons ]
2943,,[Neo-Pop Art],1957,China,,,,,"[painting, printmaking, collage]",,,https://uploads8.wikiart.org/temp/cecd12a7-b22d-4f90-afbe-8e83cdcb5fad.jpg!Portrait.jpg,,,https://www.wikiart.org/en/wang-guangyi,Wang Guangyi,Chinese,,,,,,,[ http://en.wikipedia.org/wiki/Wang_Guangyi ]
2944,,[Neo-Pop Art],1958,"London, United Kingdom",,,,,"[painting, printmaking, sculpture, installation]",,"[portrait, sculpture]",https://uploads8.wikiart.org/temp/51f42f4c-7cef-4917-bc2d-2ac890b1323a.jpg!Portrait.jpg,,,https://www.wikiart.org/en/julian-opie,Julian Opie,British,,[New British Sculpture],,,,,[ http://en.wikipedia.org/wiki/Julian_Opie ]
2945,,"[Neo-Pop Art, Neo-Minimalism (Neo-Geo)]",1959,Barbados,,,,,"[painting, sculpture, installation, photography, assemblage]",,,https://uploads8.wikiart.org/images/ashley-bickerton.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ashley-bickerton,Ashley Bickerton,Barbadian,,,,,,,[ http://en.wikipedia.org/wiki/Ashley_Bickerton ]
2946,,[Neo-Pop Art],01 February 1962,"Tokyo, Japan",,,,,"[painting, sculpture, design]",[Damien Hirst],,https://uploads8.wikiart.org/temp/5a16b05b-934b-4e0d-82f7-dac21a08b8f8.jpg!Portrait.jpg,,,https://www.wikiart.org/en/takashi-murakami,Takashi Murakami,Japanese,,,,,,,[ http://en.wikipedia.org/wiki/Takashi_Murakami ]
2947,,[Neo-Pop Art],09 May 1962,"Tenterden, Kent, United Kingdom",,,,,"[painting, printmaking, sculpture]",,,https://uploads8.wikiart.org/temp/7b7c01bb-37f2-46b8-bef5-3a01d030cfb4.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gary-hume,Gary Hume,British,,[Young British Artists],,,,,[ http://en.wikipedia.org/wiki/Gary_Hume ]
2948,,[Neo-Pop Art],06 October 1963,"Recife, Brazil",,,,,"[painting, printmaking, sculpture]",,,https://uploads8.wikiart.org/temp/4e44eb9c-bb28-434e-9ef4-cb8b560ed3ee.jpg!Portrait.jpg,,,https://www.wikiart.org/en/romero-britto,Romero Britto,Brazilian,,,,,,,[ http://en.wikipedia.org/wiki/Romero_Britto ]
2949,,"[Conceptual Art, Neo-Pop Art]",07 June 1965,"Bristol, United Kingdom",,,,,"[painting, installation]","[Takashi Murakami, Tracey Emin, Jeff Koons]",[installation],https://uploads4.wikiart.org/images/damien-hirst.jpg!Portrait.jpg,"[Andy Warhol, Francis Bacon, Lucian Freud, Jeff Koons, Marcel Duchamp, Donald Judd, Pop Art]","[Anish Kapoor, Tracey Emin, Banksy, Young British Artists]",https://www.wikiart.org/en/damien-hirst,Damien Hirst,British,,[Young British Artists],,,,,[ http://en.wikipedia.org/wiki/Damien_Hirst ]
2950,,[Neo-Pop Art],1968,"New York, United States",,,,,"[mosaic, photography, collage]",,[portrait],https://uploads5.wikiart.org/images/robert-silvers(2).jpg,,,https://www.wikiart.org/en/robert-silvers,Robert Silvers,American,,,,,,,
2951,,"[Contemporary, Neo-Pop Art]",24 March 1971,"Stuttgart, Germany",,,,,"[painting, sculpture, drawing]",,"[animal painting, abstract]",https://uploads8.wikiart.org/temp/3aaecb28-7ece-43c0-b900-3bd926fff2de.jpg!Portrait.jpg,,,https://www.wikiart.org/en/albrecht-behmel,Albrecht Behmel,German,,,,[www.behmel.de,,,
", www.saatchiart.com, www.facebook.com, www.literaturcafe.de, www.imdb.com, www.wikiwand.com, www.brucedennill.co.za, www.whitespaceblackbox.com]",,,[ https://en.wikipedia.org/wiki/Albrecht_Behmel ],,,,,,,,,,,,,,,,,,,,,
2952,,[Neo-Pop Art],1973,"Rheine, Germany",,,,,[painting],,[interior],https://uploads5.wikiart.org/images/matthias-weischer.jpg,,,https://www.wikiart.org/en/matthias-weischer,Matthias Weischer,German,,[New Leipzig School ],,"[www.matthiasweischer.de, www.saatchigallery.com]",,,[ http://en.wikipedia.org/wiki/Matthias_Weischer ]
2953,,"[Neo-Expressionism, Contemporary, Neo-Pop Art]",1973,"Gianyar, Bali, Indonesia",,,,,[painting],,,https://uploads8.wikiart.org/temp/cd0db469-ba79-4a8a-a300-6c714c53f6f6.jpg!Portrait.jpg,,,https://www.wikiart.org/en/nyoman-masriadi,Nyoman Masriadi,Indonesian,,,,,,,[ http://en.wikipedia.org/wiki/Nyoman_Masriadi ]
2954,,[Neo-Pop Art],21 March 1975,"Ieud, Maramureș, Romania",,,,,[painting],,,https://uploads5.wikiart.org/images/dumitru-gorzo.jpg!Portrait.jpg,,,https://www.wikiart.org/en/dumitru-gorzo,Dumitru Gorzo,Romanian,,[Rostopasca],,,,,[ https://en.wikipedia.org/wiki/Dumitru_Gorzo ]
2955,,[Neo-Pop Art],26 May 1977,"Bucharest, Romania",,,,,[painting],,,https://uploads7.wikiart.org/images/florin-ciulache.jpg!Portrait.jpg,,,https://www.wikiart.org/en/florin-ciulache,Florin Ciulache,Romanian,,,,,,,
2956,,[Neo-Minimalism (Neo-Geo)],1934,"Varades (Loire-Atlantique) , France",,,,,[painting],,[abstract],https://uploads8.wikiart.org/temp/53e9feca-d6fe-4fe2-b360-db77c5d11d5e.jpg!Portrait.jpg,,,https://www.wikiart.org/en/charles-bezie,Charles Bezie,French,,,,"[www.charles-bezie.fr, www.wyethalexander.com]",,,
2957,"[Kunstakademie Düsseldorf, Düsseldorf, Germany]",[Neo-Minimalism (Neo-Geo)],31 October 1944,"Solothurn, Switzerland",,,,,"[painting, printmaking, photography]",,[abstract],https://uploads6.wikiart.org/images/helmut-federle.jpg!Portrait.jpg,[Mark Rothko],,https://www.wikiart.org/en/helmut-federle,Helmut Federle,Swiss,,,,,,,[ http://en.wikipedia.org/wiki/Helmut_Federle ]
2958,,"[Post-Minimalism, Neo-Minimalism (Neo-Geo)]",30 June 1945,"Dublin, Ireland",,,,,"[painting, printmaking, photography]",,[abstract],https://uploads8.wikiart.org/temp/82cf9f44-179c-4fe4-8dcd-1016791cdd0b.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sean-scully,Sean Scully,Irish,,,,,,,[ http://en.wikipedia.org/wiki/Sean_Scully ]
2959,,[Neo-Minimalism (Neo-Geo)],1946,"Tours, France",,,,,"[painting, drawing]",,[abstract],https://uploads8.wikiart.org/temp/7b53359a-748d-43ea-a526-99f6df9c668e.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jean-francois-dubreuil,Jean-Francois Dubreuil,French,,,,[www.wyethalexander.com],,,
2960,,"[Neo-Dada, Conceptual Art, Neo-Minimalism (Neo-Geo)]",1948,"Geneva, Switzerland",,,,,"[painting, sculpture, performance, installation]",,[installation],https://uploads5.wikiart.org/images/john-armleder.jpg!Portrait.jpg,,,https://www.wikiart.org/en/john-armleder,John Armleder,Swiss,,"[Fluxus, Groupe Ecart]",,[www.johnarmleder.com],,,[ http://en.wikipedia.org/wiki/John_Armleder ]
2961,,"[Minimalism, Neo-Minimalism (Neo-Geo)]",1948,"Winterthur, Switzerland",2006,"New York, United States",,,"[painting, printmaking, drawing]",,[abstract],https://uploads4.wikiart.org/temp/891e205f-01b8-48f6-a705-b6eaf45a7fe4.jpg,,,https://www.wikiart.org/en/rudolf-de-crignis,Rudolf de Crignis,Swiss,[ http://www.rudolfdecrignis.com/ ],[Radical Painting Group],,,,,
2962,,[Neo-Minimalism (Neo-Geo)],1952,"Linz, Austria",,,,,"[painting, printmaking, sculpture, installation]",,[abstract],https://uploads4.wikiart.org/temp/be615b50-0a66-4d85-be0f-2e0562655d8f.jpg,,,https://www.wikiart.org/en/gerwald-rockenschaub,Gerwald Rockenschaub,Austrian,,,,,,,[ http://de.wikipedia.org/wiki/Gerwald_Rockenschaub ]
2963,,[Neo-Minimalism (Neo-Geo)],24 September 1953,"New York City, United States",,,,,"[painting, printmaking, art theory, installation]",,[abstract],https://uploads4.wikiart.org/temp/9c9f688b-ab1f-4fbc-b271-a44b61cb04bb.jpg,,,https://www.wikiart.org/en/peter-halley,Peter Halley,American,,,,,,,[ http://en.wikipedia.org/wiki/Peter_Halley ]
2964,,"[Abstract Expressionism, Neo-Minimalism (Neo-Geo)]",05 December 1953,"Füssen, Allgäu, Germany",05 December 2013,"Colombier, Neuchâtel, Switzerland",,,"[painting, sculpture, design, photography]",,[abstract],https://uploads4.wikiart.org/images/gunther-forg.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gunther-forg,Gunther Forg,German,,,,,,,[ http://en.wikipedia.org/wiki/Günther_Förg ]
2965,,[Neo-Minimalism (Neo-Geo)],1954,"Summit, New Jersey, United States",,,,,"[painting, drawing, installation]",,[abstract],https://uploads8.wikiart.org/temp/112b0957-b047-4261-9013-188b94c7a60e.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jill-baroff,Jill Baroff,American,[ http://jillbaroff.net/ ],,,,,,
2966,,[Neo-Minimalism (Neo-Geo)],1954,Switzerland,,,,,"[painting, performance]",,[abstract],https://uploads3.wikiart.org/images/bruno-jakob.jpg!Portrait.jpg,,,https://www.wikiart.org/en/bruno-jakob,Bruno Jakob,Swiss,,,,[www.peterkilchmann.com],,,
2967,,[Neo-Minimalism (Neo-Geo)],1955,"Elizabeth, New Jersey, United States",,,,,[painting],,[abstract],https://uploads8.wikiart.org/temp/c5345e4a-39a6-402c-b1e9-e3d95fc30a36.jpg!Portrait.jpg,,,https://www.wikiart.org/en/philip-taaffe,Philip Taaffe,American,,,,[philiptaaffe.info],,,[ http://en.wikipedia.org/wiki/Philip_Taaffe ]
2968,,[Neo-Minimalism (Neo-Geo)],1955,"Helmstedt, Niedersachsen, Germany",,,,,"[painting, printmaking, sculpture, installation]",,,https://uploads8.wikiart.org/temp/e18595b2-7222-4fb0-8ba4-05e4856f1bb3.jpg!Portrait.jpg,,,https://www.wikiart.org/en/werner-haypeter,Werner Haypeter,German,[ http://haypeter.com/ ],,,,,,
2969,,"[Conceptual Art, Neo-Minimalism (Neo-Geo)]",08 June 1955,"McAllen, Texas, United States",,,,,"[painting, installation]",,[abstract],https://uploads5.wikiart.org/images/gaylen-gerber.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gaylen-gerber,Gaylen Gerber,American,,,,[www.britannica.com],,,
2970,,[Neo-Minimalism (Neo-Geo)],1956,"Lisbon, Portugal",,,,,"[painting, sculpture, drawing, installation, photography]",,"[installation, abstract]",https://uploads8.wikiart.org/temp/6906f708-5574-4a0b-8b99-fe27d863aa8c.jpg!Portrait.jpg,,,https://www.wikiart.org/en/pedro-cabrita-reis,Pedro Cabrita Reis,Portuguese,,,,[www.pedrocabritareis.com],,,[ http://en.wikipedia.org/wiki/Pedro_Cabrita_Reis ]
2971,,[Neo-Minimalism (Neo-Geo)],1958,"Mauthen, Austria",,,,,"[painting, printmaking, sculpture, design, installation]",,"[installation, abstract]",https://uploads8.wikiart.org/temp/425ab997-a8d7-430e-8c2d-07abb35e6a13.jpg!Portrait.jpg,,,https://www.wikiart.org/en/heimo-zobernig,Heimo Zobernig,Austrian,[ http://www.heimozobernig.com/ ],,,,,,
